District,Route,County,Postmile,Description,Back_Peak_Hour,Back_Peak_Month,Back_AADT,Ahead_Peak_Hour,Ahead_Peak_Month,Ahead_AADT
7,1,LA,22.9,"MANHATTAN BEACH, MANHATTAN BEACH BOULEVARD",4050,51000,48500,4850,60000,57000
7,1,LA,23.924,"EL SEGUNDO, ROSECRANS AVENUE",5400,67000,64000,5600,68000,65000
7,1,LA,24.911,"EL SEGUNDO, EL SEGUNDO BOULEVARD",4750,64000,61000,4350,58000,56000
7,1,LA,25.924,"LOS ANGELES, JCT. RTE. 105",4900,65000,62000,8800,115000,110000
7,1,LA,26.904,"LOS ANGELES, LA INT'NL AIRPORT, CENTURY BLVD",8800,115000,110000,6800,88000,85000
7,1,LA,27.363,"LOS ANGELES, LA INT'NL AIRPORT, VIA LINCOLN BLVD",6800,88000,85000,3250,40500,37000
7,1,LA,29.084,"LOS ANGELES, MANCHESTER AVENUE",3700,46000,42000,5300,63000,57000
7,1,LA,30.163,"LOS ANGELES, JEFFERSON BOULEVARD",5200,63000,57000,5100,63000,58000
7,1,LA,30.474,"LOS ANGELES, CULVER BOULEVARD",5100,63000,58000,5200,65000,60000
7,1,LA,31.29,"LOS ANGELES, JCT. RTE. 90",4450,57000,52000,5300,71000,65000
7,1,LA,31.78,"LOS ANGELES, WASHINGTON BLVD",5400,74000,68000,4100,51000,47500
7,1,LA,32.166,"LOS ANGELES, JCT. RTE. 187",4100,51000,47500,3450,45000,41500
7,1,LA,R34.576,"SANTA MONICA, JCT. RTE. 10",3400,46500,43500,5600,64000,62000
7,1,LA,35.184,"SANTA MONICA, OCEAN AVENUE",5600,64000,62000,6700,76000,74000
7,1,LA,36.11,"SANTA MONICA, CALIFORNIA AVENUE INCLINE",6700,76000,74000,7500,84000,79000
7,1,LA,37.045,"LOS ANGELES, CHAUTAUQUA BOULEVARD",7500,84000,79000,7600,86000,80000
7,1,LA,39.326,"LOS ANGELES, SUNSET BOULEVARD",5900,68000,63000,5600,65000,60000
7,1,LA,40.769,JCT. RTE. 27,4900,57000,53000,4650,51000,47500
7,1,LA,44.121,"MALIBU, LAS FLORES CANYON ROAD",4000,44000,40500,4050,44500,41000
7,1,LA,47.091,"MALIBU, CROSS CREEK ROAD",4150,45500,41500,5200,52000,43000
7,1,LA,47.75,"MALIBU, CIVIC CENTER WAY",5200,52000,43000,4450,44000,36500
7,1,LA,48.171,"MALIBU, MALIBU CANYON ROAD",4700,44000,36500,3950,37000,31000
7,1,LA,54.02,"MALIBU, KANAN DUME ROAD",3600,33500,28000,3800,35500,29500
7,1,LA,56.843,"MALIBU, TRANCAS CANYON RD/BROAD BEACH RD",2500,23600,21300,1950,18400,16700
7,1,LA,57.391,"MALIBU, LUNITA ROAD",1950,18400,16700,1950,18400,16700
7,1,LA,59.401,"MALIBU, ENCINAL CANYON ROAD",1750,16300,14800,1450,13500,12300
7,1,LA,59.901,"MALIBU, JCT. RTE. 23",1450,13500,12300,1400,12800,11700
7,1,LA,62.301,MULHOLLAND HIGHWAY,1300,12200,11200,1550,14400,13200
7,1,LA,62.867,LOS ANGELES/VENTURA COUNTY LINE,1550,14400,13200,0,0,0
7,1,VEN,0,LOS ANGELES/VENTURA COUNTY LINE,0,0,0,1550,14400,11800
7,1,VEN,9.866,CALLEGUAS CREEK,1100,10100,9900,1100,10100,9900
7,1,VEN,10.229,LAS POSAS ROAD,1100,10100,9900,1050,9500,9300
7,1,VEN,11.594,WOOD ROAD,1050,9500,9300,1300,12100,12000
7,1,VEN,12.785,HUENEME ROAD,13000,12100,12000,1350,12800,12600
7,1,VEN,13.59,NAUMAN ROAD,1350,12800,12600,1400,12900,12800
7,1,VEN,R15.053,"OXNARD, PLEASANT VALLEY ROAD/RICE AVENUE",1400,12900,12800,2050,19200,19000
7,1,VEN,15.061,"OXNARD, PLEASANT VALLEY ROAD(VIA OXNARD BLVD)",2050,19200,19000,1350,14100,13100
7,1,VEN,21.075,"OXNARD, JCT. RTE. 101",3150,33000,30500,720,6800,4500
7,1,VEN,27.675,"SEACLIFF COLONY, JCT. RTE. 101",720,6800,4500,130,980,610
7,1,VEN,28.48,"LAS CRUCES, JCT. RTE. 101; MOBIL OIL PIER",130,980,610,0,0,0
5,1,SB,R0,"LAS CRUCES, JCT. RTE. 101; MOBIL OIL PIER",0,0,0,820,7800,7300
5,1,SB,15.01,JALAMA ROAD,800,8400,7800,800,8600,7600
5,1,SB,19.251,"LOMPOC, SOUTH JCT. RTE. 246",900,8800,7900,1000,10500,10200
5,1,SB,20.565,"LOMPOC, NORTH JCT. RTE. 246",1300,14400,13600,1000,12000,11700
5,1,SB,22.519,"LOMPOC, SANTA YNEZ RIVER BRIDGE",2700,29000,28000,2700,29000,28000
5,1,SB,R23.296,LOMPOC/CASMALIA ROAD,2800,30000,28300,2000,21100,20200
5,1,SB,R26.69,PINE CANYON ROAD,1600,20800,15000,1900,15800,15400
5,1,SB,M29.891,VANDENBERG AIR FORCE BASE,1600,15500,15000,1900,16000,15400
5,1,SB,R31.042,"JCT. RTE. 135, VANDENBURG, NORTH",1800,15400,15000,2200,19300,15700
5,1,SB,R34.777,"ORCUTT, JCT. RTE. 135 NORTH",1900,18600,17600,500,4100,3000
5,1,SB,R35.53,CLARK AVENUE,330,3100,2300,310,3100,2800
5,1,SB,41.81,CASMALIA ROAD,300,3900,3700,300,2950,2400
5,1,SB,49.199,"GUADALUPE, JCT. RTE. 166 EAST",270,2700,2500,610,6700,6000
5,1,SB,50.408,GUADALUPE NORTH CITY LIMITS,580,6100,5700,600,5400,4800
5,1,SB,50.606,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,570,5300,4800,0,0,0
5,1,SLO,0,SANTA BARBARA/SAN LUIS OBISPO COUNTY LINE,0,0,0,460,4400,4100
5,1,SLO,1.291,OSO FLACO UNDERPASS,450,4600,4100,630,5700,5350
5,1,SLO,6.35,"ENTRANCE, UNION OIL COKING PLANT",830,8000,7500,750,8000,7500
5,1,SLO,10.29,ARROYO GRANDE ROAD,510,3900,3200,820,6500,4850
5,1,SLO,10.9,HALCYON ROAD,600,5600,4850,810,9700,9450
5,1,SLO,13,"ENTRANCE, PISMO BEACH STATE PARK",780,7200,7050,990,9900,9350
5,1,SLO,14.1,"GROVER CITY, GRAND AVENUE",990,8900,8550,1300,12200,11600
5,1,SLO,15.268,"PISMO BEACH, VILLA CREEK",1100,13100,10800,1100,13100,10800
5,1,SLO,L16.543,"PISMO BEACH, SOUTH JCT. RTE. 101",1400,8900,6400,1800,15200,10200
5,1,SLO,16.77,"SAN LUIS OBISPO, NORTH JCT. RTE. 101",1400,8200,6200,2800,31500,29500
5,1,SLO,17.341,"SAN LUIS OBISPO, FOOTHILL BOULEVARD",3600,35500,32800,3000,33000,30400
5,1,SLO,17.874,HIGHLAND DRIVE,2900,30500,28400,2200,29000,26200
5,1,SLO,19.71,"ENTRANCE, CALIFORNIA MEN'S COLONY",2400,27000,25100,2400,25500,23500
5,1,SLO,20.89,"ENTRANCE, CAMP SAN LUIS OBISPO",2600,21000,17200,2100,23700,21900
5,1,SLO,22.653,"ENTRANCE, CUESTA COLLEGE",1600,18400,17500,1700,18000,16000
5,1,SLO,27.883,BAYWOOD PARK ROAD,1500,15600,13500,2400,27000,25100
5,1,SLO,28.82,"MORRO BAY, SOUTH MORRO BAY",2400,26500,25100,2500,24000,21500
5,1,SLO,29.618,"MORRO BAY, NORTH MORRO BAY",2500,24000,21500,2400,26500,24900
5,1,SLO,30.135,JCT. RTE. 41 NORTHEAST,2400,26500,24900,2100,23600,20100
5,1,SLO,31.13,"MORRO BAY, SAN JACINTO STREET",2100,23600,20100,2000,18400,16000
5,1,SLO,31.97,"ATASCADERO BEACH, YERBA BUENA STREET",2100,19500,17000,1700,21700,15800
5,1,SLO,R34.905,OLD CREEK ROAD,1300,16100,12800,1300,9800,8950
5,1,SLO,R35.959,C STREET,1300,11200,7800,1500,10900,8950
5,1,SLO,45.99,JCT. RTE. 46,1100,10300,8200,1400,12000,10100
5,1,SLO,46.85,CAMBRIA AIR FORCE BASE ROAD,1400,11400,10100,1000,8200,7250
5,1,SLO,48.26,ARDATH DRIVE/MAIN STREET,1300,10600,9500,910,7600,7250
5,1,SLO,54.804,PICO CREEK,840,5700,3750,840,5700,3750
5,1,SLO,56.39,HEARST CASTLE STATE PARK,750,6200,4250,490,4500,3100
5,1,SLO,58.9,"SAN SIMEON, NORTH",490,4500,3100,380,3100,2650
5,1,SLO,71.341,SAN CARPOJO CREEK,440,4150,2650,440,4150,2650
5,1,SLO,74.324,SAN LUIS OBISPO/MONTEREY COUNTY LINE,250,1700,1460,0,0,0
5,1,MON,0,SAN LUIS OBISPO/MONTEREY COUNTY LINE,0,0,0,400,3200,2400
5,1,MON,35.346,ANDERSON CANYON BRIDGE,400,3700,2400,490,4500,2900
5,1,MON,46.595,BIG SUR RIVER BRIDGE,760,6500,4500,760,6500,4500
5,1,MON,62.972,"BIG SUR, GARRAPATA CREEK BRIDGE",580,6500,5100,630,5800,5100
5,1,MON,68.335,"CARMEL HIGHLANDS, YANKEE POINT DRIVE NORTH",630,5800,5100,920,10400,8400
5,1,MON,71.179,SAN JOSE CREEK BRIDGE,1550,15300,14800,1550,15300,14800
5,1,MON,72.614,RIO ROAD,1600,15300,14800,1350,15300,14800
5,1,MON,72.921,"CARMEL VALLEY ROAD, CARMEL, SOUTH",1350,15300,14800,3150,35500,34800
5,1,MON,73.8,"CARMEL, OCEAN AVENUE",3150,35500,34800,3100,47000,43000
5,1,MON,75.135,"JCT. RTE. 68, CARMEL- PACIFIC GROVE",3300,50000,46100,4250,56000,52000
5,1,MON,R75.733,MONTEREY SOUTH CITY LIMITS,4250,55000,52000,4250,55000,52000
5,1,MON,R75.754,"MONTEREY, MUNRAS AVENUE",4250,55000,52000,4050,52000,50000
5,1,MON,R77.379,"MONTEREY, AGUAJITO ROAD",3950,52000,50000,5800,80000,77000
5,1,MON,R78.119,"MONTEREY, JCT. RTE. 68 EAST",5800,80000,77000,5200,65000,58000
5,1,MON,R78.883,"MONTEREY, DEL MONTE AVENUE",5200,65000,58000,6800,75000,72000
5,1,MON,R79.357,"SEASIDE, JCT. RTE. 218",6800,74000,72000,6200,74000,71000
5,1,MON,R80.679,ORD VILLAGE,6200,74000,71000,8100,88000,83000
5,1,MON,R82.89,"FORT ORD, MAIN ENTRANCE",8100,88000,83000,7900,86000,79000
5,1,MON,R84.484,"FORT ORD, NORTH ENTRANCE (12TH STREET)",7900,86000,79000,6800,72000,64900
5,1,MON,R85.135,SOUTH MARINA,6800,72000,64900,4900,48000,43700
5,1,MON,R86.481,RESERVATION ROAD,4900,48000,43700,4900,47000,42000
5,1,MON,R88.638,NEPONSET ROAD (DEL MONTE BOULEVARD),4900,47000,42000,4000,49000,45000
5,1,MON,R89.185,"SALINAS RIVER BRIDGE, CASTROVILLE, SOUTH",4800,51000,45000,4800,47000,45000
5,1,MON,R90.388,MOLERA/NASHUA ROADS,4800,47000,45000,4800,55000,47000
5,1,MON,R90.979,"CASTROVILLE, JCT. RTE. 156 WEST",4800,55000,47000,3250,20500,17700
5,1,MON,T92.213,"CASTROVILLE, JCT. RTE. 183",3250,20500,17700,3500,36000,31000
5,1,MON,94.4,MOLERA ROAD,3500,36000,31000,3500,36000,31000
5,1,MON,96.101,"MOSS LANDING, DOLAN ROAD",3500,36000,31000,4050,42500,37000
5,1,MON,99.92,JENSEN ROAD,4050,42500,37000,3650,40500,34800
5,1,MON,T101.04,SALINAS/PAJARO ROADS,3650,40500,34800,3300,40000,35000
5,1,MON,R102.031,MONTEREY/SANTA CRUZ COUNTY LINE,3300,41000,35000,0,0,0
5,1,SCR,R0,MONTEREY/SANTA CRUZ COUNTY LINE,0,0,0,3400,43500,37000
5,1,SCR,R.716,JCT. RTE. 129,3750,41500,37000,3700,45000,40000
5,1,SCR,R2.269,"WATSONVILLE, HARKINS SLOUGH ROAD OC",3700,45000,40000,2900,35000,31000
5,1,SCR,R2.683,JCT. RTE. 152,2900,35000,31000,5000,56000,53000
5,1,SCR,R3.181,"WATSONVILLE, AIRPORT BLVD/ROACHE RD",5000,56000,53000,5800,69000,61000
5,1,SCR,R4.073,BUENA VISTA DRIVE (SPRING VALLEY ROAD),5800,69000,61000,5700,68000,60000
5,1,SCR,R6.688,MAR MONTE AVENUE (LA SELVA BEACH ROAD),5700,68000,60000,5700,67000,60000
5,1,SCR,R7.663,LARKIN VALLEY ROAD,5700,67000,60000,6100,75000,68000
5,1,SCR,8.355,FREEDOM BOULEVARD,6100,77000,68000,7000,82000,78000
5,1,SCR,9.153,RIO DEL MAR N/O FREEDOM BOULEVARD,7000,82000,78000,7200,86000,82000
5,1,SCR,10.535,STATE PARK DRIVE,7200,86000,82000,7000,90000,84000
5,1,SCR,12.088,"CAPITOLA, PARK AVENUE",6900,88000,84000,5900,91000,88000
5,1,SCR,13.192,"CAPITOLA, BAY AVENUE",5900,91000,88000,6400,100000,97000
5,1,SCR,13.62,"CAPITOLA, 41ST AVENUE",6400,100000,97000,5900,90000,88000
5,1,SCR,14.864,SOQUEL AVENUE,5900,90000,88000,6300,97000,94000
5,1,SCR,15.822,"SANTA CRUZ, MORRISSEY BOULEVARD",6300,97000,94000,5900,88000,85000
5,1,SCR,16.628,"SANTA CRUZ, EMELINE STREET CONNECTION",5900,88000,85000,6300,90000,86000
5,1,SCR,16.821,"SANTA CRUZ, JCT. RTE. 17 NORTH",6300,90000,86000,4950,63000,61000
5,1,SCR,17.56,"JCT. RTE. 9 NORTH, RIVER STREET",5200,63000,61000,4300,49000,47000
5,1,SCR,18.239,"SANTA CRUZ, MISSION STREET",4300,49000,47000,4900,57000,55000
5,1,SCR,19,"SANTA CRUZ, BAY STREET",3400,39000,37000,2450,28500,26500
5,1,SCR,19.69,"SANTA CRUZ, SWIFT STREET",2050,23500,21900,2450,19300,15700
5,1,SCR,20.611,"SANTA CRUZ, NORTH CITY LIMITS",1950,15600,12400,1950,15800,12300
5,1,SCR,27.62,BONNY DOON RD,2100,13500,10400,2350,13200,9900
5,1,SCR,30.44,LANDING/SWANTON ROADS,2000,10900,8000,2000,11300,8200
5,1,SCR,37.451,SANTA CRUZ/SAN MATEO COUNTY LINE,790,5500,4500,0,0,0
4,1,SM,0,SANTA CRUZ/SAN MATEO COUNTY LINE,0,0,0,860,5900,4250
4,1,SM,13.579,PEBBLE BEACH ROAD (TO PESCADERO),690,5000,3450,1300,8900,6500
4,1,SM,18.189,JCT. RTE. 84 EAST,1150,8900,6500,940,7700,6100
4,1,SM,20.98,TUNITAS CREEK ROAD,940,7700,6100,1100,9300,7300
4,1,SM,23.06,MEYN/VERDE ROADS,1100,9300,7300,1150,9500,7500
4,1,SM,26.432,MIRAMONTES POINT ROAD,1150,10700,8600,1850,16500,14100
4,1,SM,27.75,"HALF MOON BAY, MAIN STREET",2300,20600,17600,2150,19100,16300
4,1,SM,29.036,"HALF MOON BAY, JCT. RTE. 92 EAST",2750,32500,31000,2500,29500,28000
4,1,SM,29.12,"HALF MOON BAY, MAIN STREET",2500,29500,28000,2900,34000,32500
4,1,SM,30.225,FRENCHMANS CREEK ROAD,2550,30000,28500,2550,30000,28500
4,1,SM,33.361,CAPISTRANO/OBISPO ROADS,1850,21900,20800,1600,19300,18100
4,1,SM,35.334,VALLEMAR/ETHELDORE STREETS,1800,16400,15400,1900,17600,16500
4,1,SM,40.752,"PACIFICA, SAN PEDRO AVENUE",1800,16400,15400,1800,16400,15400
4,1,SM,40.959,"PACIFICA, LINDA MAR BOULEVARD",1800,16000,15400,3850,35000,33500
4,1,SM,42.014,"PACIFICA, ROCKAWAY BEACH AVENUE",4300,39000,37500,5600,51000,49000
4,1,SM,R42.583,"PACIFICA, REINA DEL MAR AVE (TO VALLEMAR)",5600,51000,49000,5800,52000,50000
4,1,SM,R43.464,"PACIFICA, SHARP PARK ROAD",4250,51000,48500,3000,36000,34500
4,1,SM,R43.744,"PACIFICA, CLAREDON RD/ OCEANA BLVD",3000,36000,34500,3000,35500,34000
4,1,SM,R44.88,"PACIFICA, MILAGRA DRIVE",3000,35500,34000,2300,27500,26500
4,1,SM,R45.39,"PACIFICA, MONTEREY ROAD",2300,27500,26500,3700,43500,42000
4,1,SM,R46.722,"DALY CITY, JCT. RTE. 35",3700,43500,42000,5700,68000,65000
4,1,SM,R47.272,"DALY CITY, CLARINADA AVENUE",5700,68000,65000,6100,73000,70000
4,1,SM,R47.802,SOUTH JCT. RTE. 280,6100,73000,70000,6200,74000,71000
4,1,SM,R48.359,NORTH JCT. RTE. 280,6200,74000,71000,7300,105000,103000
4,1,SM,R48.558,SAN MATEO/SAN FRANCISCO COUNTY LINE,7300,105000,103000,0,0,0
4,1,SF,R0,SAN MATEO/SAN FRANCISCO COUNTY LINE,0,0,0,8500,122000,120000
4,1,SF,R.105,"SAN FRANCISCO, ALEMANY BOULEVARD",8500,122000,120000,8000,115000,113000
4,1,SF,R.312,BROTHERHOOD WAY/STANLEY DRIVE,8000,115000,113000,7500,108000,106000
4,1,SF,R.68,"SAN FRANCISCO, 19TH AVE/ JUNIPERO SERRA BLVD",7500,108000,106000,5500,78000,75000
4,1,SF,1.35,"SAN FRANCISCO, WINSTON DRIVE",5500,76000,75000,5500,76000,75000
4,1,SF,1.897,"SAN FRANCISCO, JCT. RTE. 35",5500,76000,75000,5500,76000,75000
4,1,SF,2.87,"SAN FRANCISCO, QUINTARA STREET",5500,76000,75000,5500,76000,75000
4,1,SF,4.05,"SAN FRANCISCO, LINCOLN WAY",5500,76000,75000,5100,72000,69000
4,1,SF,5,"SAN FRANCISCO, FULTON STREET",5100,72000,69000,5100,72000,69000
4,1,SF,5.88,"SAN FRANCISCO, LAKE STREET",4000,56000,55000,4000,56000,55000
4,1,SF,7.077,JCT. RTE. 101,4000,56000,55000,0,0,0
4,1,MRN,0,JCT. RTE. 101,0,0,0,3400,33000,31500
4,1,MRN,0.65,"TAMALPAIS JUNCTION, ALMONTE BOULEVARD",3400,33000,31500,1900,19600,17500
4,1,MRN,1.31,PINE STREET,1700,18800,16800,1450,15500,13800
4,1,MRN,1.91,LORING AVENUE,1300,13700,12200,830,9000,8100
4,1,MRN,3.35,SOUTH JCT. PANORAMIC HIGHWAY,680,7400,6600,440,3850,3450
4,1,MRN,5.92,MUIR WOODS ROAD,400,3500,3150,500,4350,3900
4,1,MRN,12.21,"PANORAMIC HIGHWAY, NORTH",500,4350,3900,490,4300,3850
4,1,MRN,17.066,FAIRFAX/BOLINAS ROADS,340,3000,2700,290,2500,2250
4,1,MRN,17.2,BOLINAS ROAD,290,2500,2250,310,2750,2450
4,1,MRN,26.509,"SIR FRANCIS DRAKE BOULEVARD, SOUTH",310,2750,2450,380,3350,3000
4,1,MRN,28.6,"SIR FRANCIS DRAKE BOULEVARD, NORTH",380,3350,3000,930,4750,4400
4,1,MRN,29.33,POINT REYES/PETALUMA ROADS,930,4750,4400,380,2250,2100
4,1,MRN,38.409,MARSHALL/PETALUMA ROADS,380,2250,2100,240,1400,1300
4,1,MRN,45.36,TOMALES/PETALUMA ROADS,240,1400,1300,230,1350,1250
4,1,MRN,45.66,DILLON BEACH ROAD,230,1350,1250,230,1350,1250
4,1,MRN,47.86,TWO ROCK ROAD,230,1350,1250,190,1150,1050
4,1,MRN,50.509,SONOMA/MARIN COUNTY LINE,190,1150,1050,0,0,0
4,1,SON,0,SONOMA/MARIN COUNTY LINE,0,0,0,190,1150,1050
4,1,SON,0.19,VALLEY FORD ROAD,190,1200,1050,810,5500,4450
4,1,SON,2.42,VALLEY FORD/FREESTONE ROADS,810,5500,4450,710,4850,3950
4,1,SON,5.38,BODEGA HIGHWAY,710,4850,3950,1150,7800,6400
4,1,SON,11.07,BODEGA EASTSHORE ROAD,860,5900,4750,730,4950,4050
4,1,SON,20.1,JCT. RTE. 116 EAST,540,2900,2250,500,3500,2800
4,1,SON,21.3,JENNER,500,3500,2800,510,3550,2850
4,1,SON,R33.038,"FORT ROSS, FORT ROSS ROAD",340,2300,1900,330,2250,1850
4,1,SON,48.112,STEWARTS POINT/SKAGGS SPRINGS ROAD,280,1950,1600,290,2000,1650
4,1,SON,58.583,SONOMA/MENDOCINO COUNTY LINE,350,3400,2900,0,0,0
1,1,MEN,0,SONOMA/MENDOCINO COUNTY LINE,0,0,0,350,3400,2900
1,1,MEN,1.02,NORTH LIMITS GUALALA,600,5400,4500,370,3500,2650
1,1,MEN,5.09,FISH ROCK ROAD,370,3500,2650,270,2750,2100
1,1,MEN,14.692,"POINT ARENA, SOUTH CITY LIMITS",250,2600,2100,250,2600,2100
1,1,MEN,15.18,"POINT ARENA, RIVERSIDE DRIVE",420,4300,3400,350,3600,2800
1,1,MEN,15.74,"POINT ARENA, LAKE STREET",350,3600,2800,280,2800,2250
1,1,MEN,16.166,"POINT ARENA, NORTH CITY LIMITS",280,2800,2250,280,2800,2250
1,1,MEN,19.34,"MOUNTAIN VIEW ROAD, MANCHESTER, SOUTH",240,2300,1950,240,2050,1750
1,1,MEN,34.9,NORTH LIMITS ELK,160,1400,1200,160,1450,1200
1,1,MEN,40.273,JCT. RTE. 128 EAST,160,1450,1200,480,4200,3300
1,1,MEN,47.5,"LITTLE RIVER, AIRPORT ROAD",480,4200,3300,760,7900,6400
1,1,MEN,50.04,COMPTCHE/UKIAH ROADS,760,7900,6400,860,8900,7100
1,1,MEN,R50.56,"MENDOCINO, JACKSON STREET",750,7900,6200,750,7900,6200
1,1,MEN,R51.49,"MENDOCINO, LANSING STREET",1000,10200,8100,1600,15800,12400
1,1,MEN,R55.78,NORTH LIMITS CASPAR,1350,13100,10300,1250,14000,11000
1,1,MEN,57.22,GIBNEY LANE,1350,14000,11000,1400,14200,11300
1,1,MEN,59.25,SIMPSON LANE,1400,14200,11300,2100,21700,18500
1,1,MEN,59.803,JCT. RTE. 20 EAST,2050,23200,19700,2000,24200,21200
1,1,MEN,60.68,"FORT BRAGG, CYPRESS AVENUE",2750,31500,27300,2000,22300,19300
1,1,MEN,61.471,"FORT BRAGG, REDWOOD AVENUE",1500,16500,14400,1900,21400,18800
1,1,MEN,62.36,"FORT BRAGG, NORTH CITY LIMITS",1050,12400,10200,1250,10200,8300
1,1,MEN,62.8,"AIRPORT ROAD, FORT BRAGG, NORTH",1250,10200,8200,1100,8200,6700
1,1,MEN,R64.858,MAC KERRICHER STATE PARK,870,6100,4600,300,2150,1500
1,1,MEN,77.66,"WESTPORT, NORTH",180,1300,900,130,1300,900
1,1,MEN,90.874,JCT. RTE. 211 NORTH,130,1300,900,110,1100,700
1,1,MEN,105.501,"LEGGETT, JCT. RTE. 271",120,1150,700,110,1050,650
1,1,MEN,105.578,"LEGGETT, JCT. RTE. 101",110,1050,650,0,0,0
7,2,LA,2.321,"LOS ANGELES, CENTINELA  AVENUE",0,0,0,2550,30500,29500
7,2,LA,2.6,"LOS ANGELES, BUNDY DRIVE",2550,30500,29500,2500,30000,29000
7,2,LA,3.645,"LOS ANGELES, JCT. RTE. 405",4350,53000,51000,3900,52000,50000
7,2,LA,10.651,"LOS ANGELES, SYCAMORE AVENUE",3900,52000,50000,2850,43000,40500
7,2,LA,10.896,"LOS ANGELES, HIGHLAND AVENUE",2850,43000,40500,2750,41500,39000
7,2,LA,11.581,"LOS ANGELES, VINE STREET",2750,41500,39000,2600,40000,37500
7,2,LA,12.32,"LOS ANGELES, WILTON PLACE",2600,40000,37500,2900,46000,43000
